,idDrink,strDrink,strTags,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,ingredients_combined
332,17214,Russian Spring Punch,"IBA,NewEra",Ordinary Drink,New Era Drinks,Alcoholic,highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,,0.8,0.51,0.338,0.85,,,,,,,,"vodka, creme de cassis, sugar syrup, lemon juice"
333,16984,Radioactive Long Island Iced Tea,,Ordinary Drink,,Alcoholic,collins glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1 oz ,,,,"rum, vodka, tequila, gin, triple sec, chambord raspberry liqueur, midori melon liqueur, malibu rum"
334,17141,Smut,,Punch / Party Drink,,Alcoholic,beer mug,Throw it all together and serve real cold.,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,,1.0,1.5,,,,,,,,,,"red wine, peach schnapps, pepsi cola, orange juice"
335,17215,Spritz,,Ordinary Drink,New Era Drinks,Alcoholic,old-fashioned glass,"Build into glass over ice, garnish and serve.",Prosecco,Campari,Soda Water,,,,,,,,,2.0,1.35,,,,,,,,,,"prosecco, campari, soda water"
336,12130,Scooter,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Brandy,Amaretto,Light cream,,,,,,,,,1.0,1.0,1.0,,,,,,,,,"brandy, amaretto, light cream"
337,13020,Sangria,,Punch / Party Drink,,Alcoholic,pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,,25.0,4.0,,8.0,,,,,,,,"red wine, sugar, orange juice, lemon juice, cloves, cinnamon"
338,17193,Stinger,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Brandy,White Creme de Menthe,,,,,,,,,,1.5,0.5,,,,,,,,,,"brandy, white creme de menthe"
339,12127,Sazerac,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,,0.17,0.083,0.041,0.167,2.0,,,,,,,"ricard, sugar, peychaud bitters, water, bourbon, lemon peel"
340,12196,Sidecar,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Cognac,Cointreau,Lemon juice,,,,,,,,,2.0,0.5,1.0,,,,,,,,,"cognac, cointreau, lemon juice"
341,178349,Snowday,Winter,Cocktail,,Alcoholic,collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Vodka,Amaro Montenegro,Ruby Port,Blood Orange,Angostura Bitters,Orange Peel,,,,,,1.0,1.0,1.0,0.167,0.21,,,,,,,"vodka, amaro montenegro, ruby port, blood orange, angostura bitters, orange peel"
342,178322,Spice 75,Christmas,Cocktail,,Alcoholic,wine glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,2.0,0.5,,3.0,2.0,,,,,,,"sugar, allspice, rum, lime juice, champagne, orange spiral"
343,14195,Snowball,Christmas,Ordinary Drink,,Alcoholic,highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Advocaat,Lemonade,Lemon,Ice,,,,,,,,1.5,9.0,,,,,,,,,,"advocaat, lemonade, lemon, ice"
344,16985,Shot-gun,,Shot,,Alcoholic,shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,1.0,0.5,1.0,,,,,,,,,"jim beam, jack daniels, wild turkey"
345,12107,Salty Dog,,Ordinary Drink,,Alcoholic,highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Grapefruit juice,Gin,Salt,,,,,,,,,5.0,1.5,0.042,,,,,,,,,"grapefruit juice, gin, salt"
346,12308,Stone Sour,,Ordinary Drink,,Alcoholic,whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,1.0,1.0,1.0,,,,,,,,,"apricot brandy, orange juice, sweet sour"
347,13377,Sea breeze,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,,1.5,4.0,1.0,,,,,,,,,"vodka, cranberry juice, grapefruit juice"
348,12158,Scotch Sour,,Ordinary Drink,,Alcoholic,whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,1.5,0.75,,,1.0,,,,,,,"scotch, lime, powdered sugar, lemon, cherry"
349,16990,Sweet Tooth,,Shake,,Alcoholic,highball glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Godiva liqueur,Milk,,,,,,,,,,3.0,3.0,,,,,,,,,,"godiva liqueur, milk"
350,12162,Screwdriver,IBA,Ordinary Drink,Unforgettables,Alcoholic,highball glass,Mix in a highball glass with ice. Garnish and serve.,Vodka,Orange juice,,,,,,,,,,2.0,5.0,,,,,,,,,,"vodka, orange juice"
351,12190,Sherry Flip,,Ordinary Drink,,Alcoholic,nick and nora glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,1.5,0.3,0.167,,,,,,,,,"sherry, light cream, powdered sugar, egg, nutmeg"
352,12256,Sol Y Sombra,,Ordinary Drink,,Alcoholic,brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Brandy,Anisette,,,,,,,,,,1.5,1.5,,,,,,,,,,"brandy, anisette"
353,16273,Shark Attack,,Cocktail,,Alcoholic,pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Lemonade,Water,Vodka,,,,,,,,,12.0,36.0,,,,,,,,,,"lemonade, water, vodka"
354,15184,San Francisco,,Ordinary Drink,,Alcoholic,highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Vodka,Creme de Banane,Grenadine,Orange juice,,,,,,,,0.7,0.67,1.0,2.0,,,,,,,,"vodka, creme de banane, grenadine, orange juice"
355,15226,Space Odyssey,,Ordinary Drink,,Alcoholic,highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,,,1.5,1.5,1.5,0.5,0.2,,,,,,,"proof rum, malibu rum, pineapple juice, orange juice, grenadine, cherries"
356,12188,Sherry Eggnog,,Ordinary Drink,,Alcoholic,collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,2.0,0.17,,3.0,,,,,,,,"sherry, powdered sugar, egg, milk, nutmeg"
357,12724,Sweet Bananas,,Shake,,Non alcoholic,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,Banana,Honey,,,,,,,,,16.0,,0.5,,,,,,,,,"milk, banana, honey"
358,13024,Sweet Sangria,,Punch / Party Drink,,Alcoholic,pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,50.0,8.0,,8.0,,,,,,,,"red wine, sugar, water, apple, orange, lime, lemon, fresca"
359,12388,Thriller,,Ordinary Drink,,Alcoholic,cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Scotch,Wine,Orange juice,,,,,,,,,1.5,1.0,1.0,,,,,,,,,"scotch, wine, orange juice"
360,178350,The Galah,Dark,Cocktail,,Alcoholic,collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,Dark Rum,Campari,Creme De Banane,Pineapple Juice,Lime Juice,,,,,,,1.5,1.5,0.75,0.2,0.2,,,,,,,"dark rum, campari, creme de banane, pineapple juice, lime juice"
361,12856,Tia-Maria,,Homemade Liqueur,,Alcoholic,collins glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Water,Brown sugar,Coffee,Rum,Vanilla extract,,,,,,,8.0,,,8.0,0.67,,,,,,,"water, brown sugar, coffee, rum, vanilla extract"
362,17828,Tipperary,,Cocktail,,Alcoholic,nick and nora glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Irish Whiskey,Sweet Vermouth,Green Chartreuse,,,,,,,,,2.0,1.0,0.5,,,,,,,,,"irish whiskey, sweet vermouth, green chartreuse"
363,15006,Turkeyball,,Shot,,Alcoholic,shot glass,Shake with ice and strain into a shot glass.,Wild Turkey,Amaretto,Pineapple juice,,,,,,,,,1.0,0.75,,,,,,,,,,"wild turkey, amaretto, pineapple juice"
364,15639,Texas Sling,,Shake,,Alcoholic,wine glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Kahlua,Irish cream,Amaretto,151 proof rum,Cream,,,,,,,0.5,0.5,0.5,0.5,1.0,,,,,,,"kahlua, irish cream, amaretto, proof rum, cream"
365,12782,Thai Coffee,,Coffee / Tea,,Non alcoholic,highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Coffee,Coriander,Cardamom,Sugar,Whipping cream,Ice,,,,,,3.0,0.04,,,,,,,,,,"coffee, coriander, cardamom, sugar, whipping cream, ice"
366,12402,Tom Collins,,Ordinary Drink,,Alcoholic,collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,2.0,1.0,,3.0,1.0,1.0,,,,,,"gin, lemon juice, sugar, club soda, maraschino cherry, orange"
367,12726,Tomato Tang,,Other / Unknown,,Non alcoholic,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Tomato juice,Lemon juice,Celery salt,,,,,,,,,16.0,1.0,0.021,,,,,,,,,"tomato juice, lemon juice, celery salt"
368,14860,Talos Coffee,,Coffee / Tea,,Alcoholic,brandy snifter,Add your GM and then add your coffee.,Grand Marnier,Coffee,,,,,,,,,,0.5,0.5,,,,,,,,,,"grand marnier, coffee"
369,15515,Tennesee Mud,,Coffee / Tea,,Alcoholic,coffee mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee,Jack Daniels,Amaretto,Whipped cream,,,,,,,,8.0,4.0,4.0,,,,,,,,,"coffee, jack daniels, amaretto, whipped cream"
370,12362,Tequila Fizz,,Ordinary Drink,,Alcoholic,collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,,,2.0,0.5,0.75,1.0,3.0,,,,,,,"tequila, lemon juice, grenadine, egg white, ginger ale"
371,12370,Tequila Sour,,Ordinary Drink,,Alcoholic,whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,2.0,0.75,0.167,,1.0,,,,,,,"tequila, lemon, powdered sugar, lemon, cherry"
372,12786,Thai Iced Tea,,Coffee / Tea,,Non alcoholic,highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Tea,Water,Condensed milk,Ice,Mint,,,,,,,1.5,4.0,,,,,,,,,,"tea, water, condensed milk, ice, mint"
373,17247,The Last Word,,Cocktail,,Alcoholic,cocktail glass,Shake with ice and strain into a cocktail glass.,Green Chartreuse,Maraschino Liqueur,Lime Juice,Gin,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,"green chartreuse, maraschino liqueur, lime juice, gin"
374,12418,Turf Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,1.0,1.0,0.042,0.41,,,,,,,,"dry vermouth, gin, anis, bitters, orange peel"
375,17824,The Laverstoke,,Cocktail,,Alcoholic,balloon glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",Gin,Elderflower cordial,Rosso Vermouth,Tonic Water,Lime,Ginger,Mint,,,,,1.7,0.5,,2.5,,,,,,,,"gin, elderflower cordial, rosso vermouth, tonic water, lime, ginger, mint"
376,178307,Tequila Slammer,Drunk,Shot,,Alcoholic,hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,Tequila,7-up,,,,,,,,,,1.5,0.5,,,,,,,,,,"tequila, "
377,13621,Tequila Sunrise,"IBA,ContemporaryClassic",Cocktail,Contemporary Classics,Alcoholic,highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Tequila,Orange juice,Grenadine,,,,,,,,,2.0,4.0,0.5,,,,,,,,,"tequila, orange juice, grenadine"
378,178330,The Philosopher,,Cocktail,,Alcoholic,margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Gin,Melon Liqueur,Orange Bitters,Lemon Juice,Prosecco,,,,,,,1.5,1.5,0.021,0.021,0.2,,,,,,,"gin, melon liqueur, orange bitters, lemon juice, prosecco"
379,12420,Tuxedo Cocktail,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,1.5,1.5,0.042,0.042,0.042,1.0,,,,,,"dry vermouth, gin, maraschino liqueur, anis, orange bitters, cherry"
380,14602,Tequila Surprise,,Shot,,Alcoholic,shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Tequila,Tabasco sauce,,,,,,,,,,1.5,0.015,,,,,,,,,,"tequila, tabasco sauce"
381,12784,Thai Iced Coffee,,Coffee / Tea,,Non alcoholic,highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Coffee,Sugar,Cream,Cardamom,,,,,,,,8.0,0.3,,,,,,,,,,"coffee, sugar, cream, cardamom"
382,17826,The Jimmy Conway,,Cocktail,,Alcoholic,whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",Irish Whiskey,Amaretto,Cranberry Juice,,,,,,,,,1.7,1.7,4.0,,,,,,,,,"irish whiskey, amaretto, cranberry juice"
383,15178,Texas Rattlesnake,,Shot,,Alcoholic,highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Yukon Jack,Cherry brandy,Southern Comfort,Sweet and sour,,,,,,,,1.0,0.5,0.5,0.2,,,,,,,,"yukon jack, cherry brandy, southern comfort, sweet sour"
384,17218,Vesper,"IBA,NewEra",Cocktail,New Era Drinks,Alcoholic,cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Gin,Vodka,Lillet Blanc,,,,,,,,,2.0,0.51,,,,,,,,,,"gin, vodka, lillet blanc"
385,12450,Victor,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,1.5,0.5,0.5,,,,,,,,,"gin, sweet vermouth, brandy"
386,17217,Vampiro,"IBA,NewEra",Ordinary Drink,New Era Drinks,Alcoholic,old-fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Tequila,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt,,,,,,2.0,1.0,1.0,0.5,0.21,,,,,,,"tequila, tomato juice, orange juice, lime juice, sugar syrup, salt"
387,12444,Vesuvio,,Ordinary Drink,,Alcoholic,old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,1.0,0.5,0.5,0.167,1.0,,,,,,,"light rum, sweet vermouth, lemon, powdered sugar, egg white"
388,12446,Veteran,,Ordinary Drink,,Alcoholic,old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Cherry brandy,,,,,,,,,,2.0,0.5,,,,,,,,,,"dark rum, cherry brandy"
389,12436,Van Vleet,,Ordinary Drink,,Alcoholic,old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Maple syrup,Lemon juice,,,,,,,,,3.0,1.0,1.0,,,,,,,,,"light rum, maple syrup, lemon juice"
390,16967,Vodka Fizz,,Other / Unknown,,Alcoholic,white wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Vodka,Half-and-half,Limeade,Ice,Nutmeg,,,,,,,2.0,2.0,2.0,,,,,,,,,"vodka, halfandhalf, limeade, ice, nutmeg"
391,178363,Vodka Lemon,,Cocktail,,Alcoholic,highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",Vodka,Lemon Juice,Lemon Peel,Ice,,,,,,,,1.7,2.4,,,,,,,,,,"vodka, lemon juice, lemon peel, ice"
392,178362,Vodka Slime,,Cocktail,,Alcoholic,highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",Sprite,Lime Juice,Vodka,,,,,,,,,8.0,0.75,,,,,,,,,,"sprite, lime juice, vodka"
393,178364,Vodka Tonic,,Cocktail,,Alcoholic,highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",Vodka,Tonic Water,Lemon Peel,,,,,,,,,1.4,3.0,,,,,,,,,,"vodka, tonic water, lemon peel"
394,14167,Vodka Martini,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Vodka,Dry Vermouth,Olive,,,,,,,,,1.5,0.75,1.0,,,,,,,,,"vodka, dry vermouth, olive"
395,15403,Vodka Russian,,Ordinary Drink,,Alcoholic,collins glass,Mix it as a ordinary drink .,Vodka,Schweppes Russchian,,,,,,,,,,2.0,2.0,,,,,,,,,,"vodka, schweppes russchian"
396,12442,Vermouth Cassis,,Ordinary Drink,,Alcoholic,highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Dry Vermouth,Creme de Cassis,Carbonated water,,,,,,,,,1.5,0.75,3.0,,,,,,,,,"dry vermouth, creme de cassis, carbonated water"
397,12452,Victory Collins,,Ordinary Drink,,Alcoholic,collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Vodka,Lemon juice,Grape juice,Powdered sugar,Orange,,,,,,,1.5,3.0,,0.167,,,,,,,,"vodka, lemon juice, grape juice, powdered sugar, orange"
398,12460,Vodka And Tonic,,Ordinary Drink,,Alcoholic,highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Vodka,Tonic water,,,,,,,,,,2.0,4.0,,,,,,,,,,"vodka, tonic water"
399,12434,Valencia Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apricot brandy,Orange juice,Orange bitters,,,,,,,,,1.5,0.5,0.041,,,,,,,,,"apricot brandy, orange juice, orange bitters"
400,12518,Whisky Mac,,Ordinary Drink,,Alcoholic,collins glass,Pour both of the ingredients into a wine goblet with no ice.,Scotch,Wine,,,,,,,,,,1.5,1.0,,,,,,,,,,"scotch, wine"
401,17194,White Lady,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Gin,Triple Sec,Lemon Juice,,,,,,,,,1.4,1.0,,,,,,,,,,"gin, triple sec, lemon juice"
402,13058,Wine Punch,,Punch / Party Drink,,Alcoholic,collins glass,Combine all of the ingredients and pour over a block of ice.,Red wine,Lemon,Orange juice,Orange,Pineapple juice,,,,,,,25.0,2.0,,3.0,8.0,,,,,,,"red wine, lemon, orange juice, orange, pineapple juice"
403,13056,Wine Cooler,,Punch / Party Drink,,Optional alcohol,collins glass,Mix wine and soft drink. Pour into glass. Add ice.,Red wine,Lemon-lime soda,Ice,,,,,,,,,2.0,5.0,,,,,,,,,,"red wine, lemonlime soda, ice"
404,178347,Winter Rita,Winter,Beer,,Alcoholic,highball glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",Tequila,Campari,Lime Juice,Orange Juice,Rosemary Syrup,Salt,,,,,,1.67,0.25,0.75,0.5,1.5,0.021,,,,,,"tequila, campari, lime juice, orange juice, rosemary syrup, salt"
405,11004,Whiskey Sour,"IBA,Classic,Alcoholic,ContemporaryClassic",Ordinary Drink,Unforgettables,Alcoholic,old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Blended whiskey,Lemon,Powdered sugar,Cherry,Lemon,,,,,,,2.0,0.75,,1.0,,,,,,,,"blended whiskey, lemon, powdered sugar, cherry, lemon"
406,12528,White Russian,,Ordinary Drink,,Alcoholic,old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Vodka,Coffee liqueur,Light cream,,,,,,,,,2.0,1.0,,,,,,,,,,"vodka, coffee liqueur, light cream"
407,178348,Winter Paloma,Winter,Cocktail,,Alcoholic,highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,Tequila,Grapefruit Juice,Lime Juice,Agave Syrup,Pepper,,,,,,,3.0,0.5,,0.167,0.21,,,,,,,"tequila, grapefruit juice, lime juice, agave syrup, pepper"
408,178326,White Wine Sangria,Spanish,Punch / Party Drink,,Alcoholic,pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",Lime,lemon,White Wine,Strawberries,Apple,Apple Brandy,Soda Water,,,,,24.0,,25.3605,8.0,8.0,4.5,0.2,,,,,"lime, lemon, white wine, strawberries, apple, apple brandy, soda water"
409,16158,Whitecap Margarita,,Other / Unknown,,Alcoholic,margarita/coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,Ice,Tequila,Cream of coconut,Lime juice,,,,,,,,8.0,2.0,,1.5,,,,,,,,"ice, tequila, cream coconut, lime juice"
410,12474,Waikiki Beachcomber,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Triple sec,Gin,Pineapple juice,,,,,,,,,0.75,0.75,0.5,,,,,,,,,"triple sec, gin, pineapple juice"
411,17219,Yellow Bird,"IBA,NewEra",Cocktail,New Era Drinks,Alcoholic,cocktail glass,Shake and strain into a chilled cocktail glass,White Rum,Galliano,Triple Sec,Lime Juice,,,,,,,,1.0,0.51,0.5,0.5,,,,,,,,"white rum, galliano, triple sec, lime juice"
412,12728,Yoghurt Cooler,,Other / Unknown,,Non alcoholic,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Yoghurt,Fruit,Ice,,,,,,,,,8.0,8.0,,,,,,,,,,"yoghurt, fruit, ice"
